Abilities,Against Bug,Against Dark,Against Dragon,Against Electric,Against Fairy,Against Fighting,Against Fire,Against Flying,Against Ghost,Against Grass,Against Ground,Against Ice,Against Normal,Against Poison,Against Psychic,Against Rock,Against Steel,Against Water,Alolan Form,Att,BMI,BST,Catch Rate,Def,Experience to level 100,Experience type,Final Evolution,Galarian Form,Generation,HP,Height,Legendary,Mean,Mega Evolution,Name,Number,Spa,Spd,Spe,Standard Deviation,Type 1,Type 2,Weight,_id
"['Gooey', 'Hydration', 'Sap Sipper']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,100,37.6,600,45,70,1250000,Slow,1.0,0.0,6.0,90,2.0,0.0,100.0,0.0,Goodra,706,110,150,80,25.81988897471611,Dragon,,150.5,635f06c6d0384d8adc85d1e4
"['Magician', 'Prankster']",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,80,75.0,470,75,91,800000,Fast,1.0,0.0,6.0,57,0.2,0.0,78.33333333333333,0.0,Klefki,707,80,87,75,10.85766498326822,Steel,Fairy,3.0,635f06c6d0384d8adc85d1e5
"['Frisk', 'Harvest', 'Natural Cure']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,70,43.8,309,120,48,1000000,Medium Fast,0.0,0.0,6.0,43,0.4,0.0,51.5,0.0,Phantump,708,50,60,38,10.673175097723576,Ghost,Grass,7.0,635f06c6d0384d8adc85d1e6
"['Frisk', 'Harvest', 'Natural Cure']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,110,31.6,474,60,76,1000000,Medium Fast,1.0,0.0,6.0,85,1.5,0.0,79.0,0.0,Trevenant,709,65,82,56,17.029386365926403,Ghost,Grass,71.0,635f06c6d0384d8adc85d1e7
"['Frisk', 'Insomnia', 'Pickup']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,66,38.9,335,120,70,1000000,Medium Fast,0.0,0.0,6.0,44,0.3,0.0,55.833333333333336,0.0,Small Size Pumpkaboo,710,44,55,56,9.872802146413258,Ghost,Grass,3.5,635f06c6d0384d8adc85d1e8
"['Frisk', 'Insomnia', 'Pickup']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,66,31.3,335,120,70,1000000,Medium Fast,0.0,0.0,6.0,49,0.4,0.0,55.833333333333336,0.0,Average Size Pumpkaboo,710,44,55,51,9.263128821060167,Ghost,Grass,5.0,635f06c6d0384d8adc85d1e9
"['Frisk', 'Insomnia', 'Pickup']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,66,30.0,335,120,70,1000000,Medium Fast,0.0,0.0,6.0,54,0.5,0.0,55.833333333333336,0.0,Large Size Pumpkaboo,710,44,55,46,9.529194905948536,Ghost,Grass,7.5,635f06c6d0384d8adc85d1ea
"['Frisk', 'Insomnia', 'Pickup']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,66,23.4,335,120,70,1000000,Medium Fast,0.0,0.0,6.0,59,0.8,0.0,55.833333333333336,0.0,Super Size Pumpkaboo,710,44,55,41,10.605292179955356,Ghost,Grass,15.0,635f06c6d0384d8adc85d1eb
"['Frisk', 'Insomnia', 'Pickup']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,85,19.4,494,60,122,1000000,Medium Fast,0.0,0.0,6.0,55,0.7,0.0,82.33333333333333,0.0,Small Size Gourgeist,711,58,75,99,23.27850701589105,Ghost,Grass,9.5,635f06c6d0384d8adc85d1ec
"['Frisk', 'Insomnia', 'Pickup']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,90,15.4,494,60,122,1000000,Medium Fast,0.0,0.0,6.0,65,0.9,0.0,82.33333333333333,0.0,Average Size Gourgeist,711,58,75,84,20.7417989148054,Ghost,Grass,12.5,635f06c6d0384d8adc85d1ed
"['Frisk', 'Insomnia', 'Pickup']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,95,11.6,494,60,122,1000000,Medium Fast,0.0,0.0,6.0,75,1.1,0.0,82.33333333333333,0.0,Large Size Gourgeist,711,58,75,69,20.86198030442513,Ghost,Grass,14.0,635f06c6d0384d8adc85d1ee
"['Frisk', 'Insomnia', 'Pickup']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,100,13.5,494,60,122,1000000,Medium Fast,0.0,0.0,6.0,85,1.7,0.0,82.33333333333333,0.0,Super Size Gourgeist,711,58,75,54,23.59849336057048,Ghost,Grass,39.0,635f06c6d0384d8adc85d1ef
"['Ice Body', 'Own Tempo', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,69,99.5,304,190,85,1000000,Medium Fast,0.0,0.0,6.0,55,1.0,0.0,50.66666666666666,0.0,Bergmite,712,32,35,28,20.98147330914162,Ice,,99.5,635f06c6d0384d8adc85d1f0
"['Ice Body', 'Own Tempo', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,117,126.3,514,55,184,1000000,Medium Fast,1.0,0.0,6.0,95,2.0,0.0,85.66666666666667,0.0,Avalugg,713,44,46,28,53.81036661792554,Ice,,505.0,635f06c6d0384d8adc85d1f1
"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,0.0,30,32.0,245,190,35,1000000,Medium Fast,0.0,0.0,6.0,40,0.5,0.0,40.833333333333336,0.0,Noibat,714,45,40,55,7.861650943380503,Flying,Dragon,8.0,635f06c6d0384d8adc85d1f2
"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,0.0,70,37.8,535,45,80,1000000,Medium Fast,1.0,0.0,6.0,85,1.5,0.0,89.16666666666667,0.0,Noivern,715,97,80,123,17.121299275723466,Flying,Dragon,85.0,635f06c6d0384d8adc85d1f3
"['Fairy Aura']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,131,23.9,680,45,95,1250000,Slow,1.0,0.0,6.0,126,3.0,1.0,113.33333333333331,0.0,Xerneas,716,131,98,99,16.131404843417148,Fairy,,215.0,635f06c6d0384d8adc85d1f4
"['Dark Aura']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,131,6.0,680,45,95,1250000,Slow,1.0,0.0,6.0,126,5.8,1.0,113.33333333333331,0.0,Yveltal,717,131,98,99,16.131404843417148,Dark,Flying,203.0,635f06c6d0384d8adc85d1f5
"['Aura Break']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,100,12.2,600,3,121,1250000,Slow,1.0,0.0,6.0,108,5.0,1.0,100.0,0.0,Zygarde,718,81,95,95,12.355835328567093,Dragon,Ground,305.0,635f06c6d0384d8adc85d1f6
"['Aura Break', 'Power Construct']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,100,23.3,486,3,71,1250000,Slow,1.0,0.0,6.0,54,1.2,1.0,81.0,0.0,Zygarde 10%,718,61,85,115,21.455380055672126,Dragon,Ground,33.5,635f06c6d0384d8adc85d1f7
"['Aura Break', 'Power Construct']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,100,30.1,708,3,121,1250000,Slow,1.0,0.0,6.0,216,4.5,1.0,118.0,0.0,Zygarde Complete,718,91,95,85,45.24746770078225,Dragon,Ground,610.0,635f06c6d0384d8adc85d1f8
"['Magic Bounce']",0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,0.0,160,23.0,700,3,110,1250000,Slow,1.0,0.0,6.0,50,1.1,1.0,116.66666666666669,1.0,Mega Diancie,719,160,110,110,37.26779962499649,Rock,Fairy,27.8,635f06c6d0384d8adc85d1f9
"['Clear Body']",0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,0.0,100,18.0,600,3,150,1250000,Slow,1.0,0.0,6.0,50,0.7,1.0,100.0,0.0,Diancie,719,100,150,50,40.8248290463863,Rock,Fairy,8.8,635f06c6d0384d8adc85d1fa
"['Magician']",1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,110,36.0,600,3,60,1250000,Slow,1.0,0.0,6.0,80,0.5,1.0,100.0,0.0,Hoopa,720,150,130,70,32.65986323710904,Psychic,Ghost,9.0,635f06c6d0384d8adc85d1fb
"['Magician']",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,160,11.6,680,3,60,1250000,Slow,1.0,0.0,6.0,80,6.5,1.0,113.33333333333331,0.0,Hoopa Unbound,720,170,130,80,42.295258468165066,Psychic,Dark,490.0,635f06c6d0384d8adc85d1fc
"['Water Absorb']",0.5,1.0,1.0,2.0,0.5,1.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,0.0,110,67.5,600,3,120,1250000,Slow,1.0,0.0,6.0,80,1.7,1.0,100.0,0.0,Volcanion,721,130,90,70,21.602468994692867,Fire,Water,195.0,635f06c6d0384d8adc85d1fd
"['Long Reach', 'Overgrow']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,0.0,55,16.7,320,45,55,1059860,Medium Slow,0.0,0.0,7.0,68,0.3,0.0,53.333333333333336,0.0,Rowlet,722,50,50,42,7.866949147470631,Grass,Flying,1.5,635f06c6d0384d8adc85d1fe
"['Long Reach', 'Overgrow']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,0.0,75,32.7,420,45,75,1059860,Medium Slow,0.0,0.0,7.0,78,0.7,0.0,70.0,0.0,Dartrix,723,70,70,52,8.54400374531753,Grass,Flying,16.0,635f06c6d0384d8adc85d1ff
"['Long Reach', 'Overgrow']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,107,14.3,530,45,75,1059860,Medium Slow,1.0,0.0,7.0,78,1.6,0.0,88.33333333333333,0.0,Decidueye,724,100,100,70,14.383632673594278,Grass,Ghost,36.6,635f06c6d0384d8adc85d200
"['Blaze', 'Intimidate']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,65,26.9,320,45,40,1059860,Medium Slow,0.0,0.0,7.0,45,0.4,0.0,53.333333333333336,0.0,Litten,725,60,40,70,12.133516482134198,Fire,,4.3,635f06c6d0384d8adc85d201
"['Blaze', 'Intimidate']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,85,51.0,420,45,50,1059860,Medium Slow,0.0,0.0,7.0,65,0.7,0.0,70.0,0.0,Torracat,726,80,50,90,16.072751268321593,Fire,,25.0,635f06c6d0384d8adc85d202
"['Blaze', 'Intimidate']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,0.0,115,25.6,530,45,90,1059860,Medium Slow,1.0,0.0,7.0,95,1.8,0.0,88.33333333333333,0.0,Incineroar,727,80,90,60,16.499158227686106,Fire,Dark,83.0,635f06c6d0384d8adc85d203
"['Liquid Voice', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,54,46.9,320,45,54,1059860,Medium Slow,0.0,0.0,7.0,50,0.4,0.0,53.333333333333336,0.0,Popplio,728,66,56,40,7.71722460186015,Water,,7.5,635f06c6d0384d8adc85d204
"['Liquid Voice', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,69,48.6,420,45,69,1059860,Medium Slow,0.0,0.0,7.0,60,0.6,0.0,70.0,0.0,Brionne,729,91,81,50,13.316656236958783,Water,,17.5,635f06c6d0384d8adc85d205
"['Liquid Voice', 'Torrent']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,0.0,74,13.6,530,45,74,1059860,Medium Slow,1.0,0.0,7.0,80,1.8,0.0,88.33333333333333,0.0,Primarina,730,126,116,60,24.03931964280372,Water,Fairy,44.0,635f06c6d0384d8adc85d206
"['Keen Eye', 'Pickup', 'Skill Link']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,75,13.3,265,255,30,1000000,Medium Fast,0.0,0.0,7.0,35,0.3,0.0,44.16666666666666,0.0,Pikipek,731,30,30,65,18.57791400800663,Normal,Flying,1.2,635f06c6d0384d8adc85d207
"['Keen Eye', 'Pickup', 'Skill Link']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,85,41.1,355,120,50,1000000,Medium Fast,0.0,0.0,7.0,55,0.6,0.0,59.16666666666666,0.0,Trumbeak,732,40,50,75,15.65691185671328,Normal,Flying,14.8,635f06c6d0384d8adc85d208
"['Keen Eye', 'Sheer Force', 'Skill Link']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,120,21.5,485,45,75,1000000,Medium Fast,1.0,0.0,7.0,80,1.1,0.0,80.83333333333333,0.0,Toucannon,733,75,75,60,18.57791400800663,Normal,Flying,26.0,635f06c6d0384d8adc85d209
"['Adaptability', 'Stakeout', 'Strong Jaw']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,70,37.5,253,255,30,1000000,Medium Fast,0.0,0.0,7.0,48,0.4,0.0,42.16666666666666,0.0,Yungoos,734,30,30,45,14.496168076043023,Normal,,6.0,635f06c6d0384d8adc85d20a
"['Adaptability', 'Stakeout', 'Strong Jaw']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,110,29.0,418,127,60,1000000,Medium Fast,1.0,0.0,7.0,88,0.7,0.0,69.66666666666667,0.0,Gumshoos,735,55,60,45,22.261077142752,Normal,,14.2,635f06c6d0384d8adc85d20b
"['Swarm']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,62,27.5,300,255,45,1000000,Medium Fast,0.0,0.0,7.0,47,0.4,0.0,50.0,0.0,Grubbin,736,55,45,46,6.377042156569663,Bug,,4.4,635f06c6d0384d8adc85d20c
"['Battery']",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.0,82,42.0,400,120,95,1000000,Medium Fast,0.0,0.0,7.0,57,0.5,0.0,66.66666666666667,0.0,Charjabug,737,55,75,36,19.48218559493661,Bug,Electric,10.5,635f06c6d0384d8adc85d20d
"['Levitate']",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.0,70,20.0,500,45,90,1000000,Medium Fast,1.0,0.0,7.0,77,1.5,0.0,83.33333333333333,0.0,Vikavolt,738,145,75,43,30.9874526578456,Bug,Electric,45.0,635f06c6d0384d8adc85d20e
"['Anger Point', 'Hyper Cutter', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,82,19.4,338,225,57,1000000,Medium Fast,0.0,0.0,7.0,47,0.6,0.0,56.333333333333336,0.0,Crabrawler,739,42,47,63,13.43709624716425,Fighting,,7.0,635f06c6d0384d8adc85d20f
"['Anger Point', 'Hyper Cutter', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0,0.0,132,62.3,478,60,77,1000000,Medium Fast,1.0,0.0,7.0,97,1.7,0.0,79.66666666666667,0.0,Crabominable,740,62,67,43,28.470257384778865,Fighting,Ice,180.0,635f06c6d0384d8adc85d210
"['Dancer']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,0.0,70,9.4,476,45,70,1000000,Medium Fast,1.0,0.0,7.0,75,0.6,0.0,79.33333333333333,0.0,Oricorio Baile Style,741,98,70,93,11.657138966697142,Fire,Flying,3.4,635f06c6d0384d8adc85d211
"['Dancer']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.0,70,9.4,476,45,70,1000000,Medium Fast,1.0,0.0,7.0,75,0.6,0.0,79.33333333333333,0.0,Oricorio Pom-Pom Style,741,98,70,93,11.657138966697142,Electric,Flying,3.4,635f06c6d0384d8adc85d212
"['Dancer']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.0,70,9.4,476,45,70,1000000,Medium Fast,1.0,0.0,7.0,75,0.6,0.0,79.33333333333333,0.0,"Oricorio Pa'u Style",741,98,70,93,11.657138966697142,Psychic,Flying,3.4,635f06c6d0384d8adc85d213
"['Dancer']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,0.0,70,9.4,476,45,70,1000000,Medium Fast,1.0,0.0,7.0,75,0.6,0.0,79.33333333333333,0.0,Oricorio Sensu Style,741,98,70,93,11.657138966697142,Ghost,Flying,3.4,635f06c6d0384d8adc85d214
"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,45,20.0,304,190,40,1000000,Medium Fast,0.0,0.0,7.0,40,0.1,0.0,50.66666666666666,0.0,Cutiefly,742,55,40,84,15.828946760778354,Bug,Fairy,0.2,635f06c6d0384d8adc85d215
"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,55,12.5,464,75,60,1000000,Medium Fast,1.0,0.0,7.0,60,0.2,0.0,77.33333333333333,0.0,Ribombee,743,95,70,124,24.641879437701625,Bug,Fairy,0.5,635f06c6d0384d8adc85d216
"['Keen Eye', 'Steadfast', 'Vital Spirit']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0.0,65,36.8,280,190,40,1000000,Medium Fast,0.0,0.0,7.0,45,0.5,0.0,46.66666666666666,0.0,Rockruff,744,30,40,60,12.133516482134198,Rock,,9.2,635f06c6d0384d8adc85d217
"['Keen Eye', 'Sand Rush', 'Steadfast']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0.0,115,39.1,487,90,65,1000000,Medium Fast,0.0,0.0,7.0,75,0.8,0.0,81.16666666666667,0.0,Lycanroc,745,55,65,112,23.596727645068828,Rock,,25.0,635f06c6d0384d8adc85d218
"['Keen Eye', 'No Guard', 'Vital Spirit']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0.0,115,20.7,487,90,75,1000000,Medium Fast,0.0,0.0,7.0,85,1.1,0.0,81.16666666666667,0.0,Lycanroc Midnight,745,55,75,82,17.892425461319906,Rock,,25.0,635f06c6d0384d8adc85d219
"['Tough Claws']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0.0,117,39.1,487,90,65,1000000,Medium Fast,0.0,0.0,7.0,75,0.8,0.0,81.16666666666667,0.0,Lycanroc Dusk,745,55,65,110,23.667253513850923,Rock,,25.0,635f06c6d0384d8adc85d21a
"['Schooling']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,20,7.5,175,60,20,800000,Fast,0.0,0.0,7.0,45,0.2,0.0,29.166666666666668,0.0,Wishiwashi,746,25,25,40,9.753916592266354,Water,,0.3,635f06c6d0384d8adc85d21b
"['Schooling']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,140,1.2,620,60,130,800000,Fast,0.0,0.0,7.0,45,8.2,0.0,103.33333333333331,0.0,Wishiwashi School,746,140,135,30,46.87453703475078,Water,,78.6,635f06c6d0384d8adc85d21c
"['Limber', 'Merciless', 'Regenerator']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,0.0,53,50.0,305,190,62,1000000,Medium Fast,0.0,0.0,7.0,50,0.4,0.0,50.833333333333336,0.0,Mareanie,747,43,52,45,6.148622248565572,Poison,Water,8.0,635f06c6d0384d8adc85d21d
"['Limber', 'Merciless', 'Regenerator']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,0.0,63,29.6,495,75,152,1000000,Medium Fast,1.0,0.0,7.0,50,0.7,0.0,82.5,0.0,Toxapex,748,53,142,35,46.42826007221607,Poison,Water,14.5,635f06c6d0384d8adc85d21e
"['Inner Focus', 'Own Tempo', 'Stamina']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.0,100,110.0,385,190,70,1000000,Medium Fast,0.0,0.0,7.0,70,1.0,0.0,64.16666666666667,0.0,Mudbray,749,45,55,45,19.02118701752221,Ground,,110.0,635f06c6d0384d8adc85d21f
"['Inner Focus', 'Own Tempo', 'Stamina']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.0,125,147.2,500,60,100,1000000,Medium Fast,1.0,0.0,7.0,100,2.5,0.0,83.33333333333333,0.0,Mudsdale,750,55,85,35,30.092450142112984,Ground,,920.0,635f06c6d0384d8adc85d220
"['Water Absorb', 'Water Bubble']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.0,40,44.4,269,200,52,1000000,Medium Fast,0.0,0.0,7.0,38,0.3,0.0,44.833333333333336,0.0,Dewpider,751,40,72,27,14.147045235274003,Water,Bug,4.0,635f06c6d0384d8adc85d221
"['Water Absorb', 'Water Bubble']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.0,70,25.3,454,100,92,1000000,Medium Fast,1.0,0.0,7.0,68,1.8,0.0,75.66666666666667,0.0,Araquanid,752,50,132,42,29.786275736020144,Water,Bug,82.0,635f06c6d0384d8adc85d222
"['Contrary', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,55,16.7,250,190,35,1000000,Medium Fast,0.0,0.0,7.0,40,0.3,0.0,41.66666666666666,0.0,Fomantis,753,50,35,35,7.993052538854531,Grass,,1.5,635f06c6d0384d8adc85d223
"['Contrary', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,105,22.8,480,75,90,1000000,Medium Fast,1.0,0.0,7.0,70,0.9,0.0,80.0,0.0,Lurantis,754,80,90,45,18.929694486000912,Grass,,18.5,635f06c6d0384d8adc85d224
"['Effect Spore', 'Illuminate', 'Rain Dish']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,0.0,35,37.5,285,190,55,1000000,Medium Fast,0.0,0.0,7.0,40,0.2,0.0,47.5,0.0,Morelull,755,65,75,15,19.94784867264304,Grass,Fairy,1.5,635f06c6d0384d8adc85d225
"['Effect Spore', 'Illuminate', 'Rain Dish']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,0.0,45,11.5,405,75,80,1000000,Medium Fast,1.0,0.0,7.0,60,1.0,0.0,67.5,0.0,Shiinotic,756,90,100,30,24.790791301072527,Grass,Fairy,11.5,635f06c6d0384d8adc85d226
"['Corrosion', 'Oblivious']",0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,0.0,44,13.3,320,120,40,1000000,Medium Fast,0.0,0.0,7.0,48,0.6,0.0,53.333333333333336,0.0,Salandit,757,71,40,77,14.962917124975624,Poison,Fire,4.8,635f06c6d0384d8adc85d227
